no,store,sku,cat_code,cat_name,material_name,count_name,quantity,cost,price_avg
1453,MAIN,ALR018P03S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 18"" Stuff AOP I love you (white) C.Clear (S)",ใบ,350,"4,280.29",12.2294
1466,MAIN,ALR036000S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 36"" F.Assorted (S)",ใบ,120,"6,170.40",51.42
1467,MAIN,ALR036005S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 36"" F.White (S)",ใบ,5,131.11,26.222
1468,MAIN,ALR036009S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 36"" F.Bubblegum (S)",ใบ,5,243.62,48.724
1469,MAIN,ALR036012S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 36"" F.Fuchsia (S)",ใบ,336,"8,989.55",26.7546
1470,MAIN,ALR036015S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 36"" F.Red (S)",ใบ,190,"5,045.71",26.5564
1471,MAIN,ALR036020S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 36"" F.Yellow (S)",ใบ,581,"15,514.68",26.7034
1472,MAIN,ALR036031S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 36"" F.Lime Green (S)",ใบ,599,"16,087.15",26.8567
1473,MAIN,ALR036032S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 36"" F.Forest Green (S)",ใบ,740,"19,868.13",26.8488
1474,MAIN,ALR036040S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 36"" F.Blue (S)",ใบ,302,"8,095.76",26.8072
1475,MAIN,ALR036041S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 36"" F.Royal Blue (S)",ใบ,663,"17,806.85",26.858
1476,MAIN,ALR036050S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 36"" F.Lilac (S)",ใบ,700,"18,800.46",26.8578
1477,MAIN,ALR036051S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 36"" F.Violet (S)",ใบ,539,"14,475.17",26.8556
1478,MAIN,ALR036060S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 36"" F.Peach Blush (S)",ใบ,,,
1479,MAIN,ALR036061S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 36"" F.Orange (S)",ใบ,683,"18,343.85",26.8578
1480,MAIN,ALR036080S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 36"" F.Black (S)",ใบ,290,"7,756.20",26.7455
1481,MAIN,ALR036390S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 36"" C.Clear (S)",ใบ,2,30.18,15.09
1482,MAIN,ALR036405S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 36"" S.White (S)",ใบ,692,"19,196.95",27.7413
1483,MAIN,ALR036481S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 36"" S.Silver (S)",ใบ,286,"7,933.95",27.7411
1484,MAIN,ALR036570S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 36"" M.Gold R (S)",ใบ,201,"5,556.03",27.6419
1489,MAIN,ALR036P01S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 36"" 2PS Smile Fce (Black) F.Yellow (S)",ใบ,419,"16,448.02",39.2554
1490,MAIN,ALR036P02S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 36"" AOP Polka Dots (white) F.Assorted (S)",ใบ,490,"29,048.09",59.2818
1491,MAIN,ALR036P03S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 36"" AOP Star  (white) C.Clear (S)",ใบ,3,211.27,70.4233
1492,MAIN,ALR036P04S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 36"" AOP Polka Colored Dots (Assorted) F.Assorted (S)",ใบ,620,"36,911.91",59.5353
1493,MAIN,ALR036P05S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 36"" AOP Polka Dots (white) C.Clear (S)",ใบ,"1,060","65,197.49",61.5071
1494,MAIN,ALR036P06S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 36"" AOP Super Soccer Ball (Black) F.White (S)",ใบ,100,"5,953.54",59.5354
1495,MAIN,ALR036P07S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 36"" 2S Smiley Kisses (Black) F.Yellow",ใบ,292,"14,970.94",51.2703
1496,MAIN,ALR036P08S0,2BL,SEMPERTEX,"ลูกโป่งยางกลม 36"" AO Hearts (White) C.Clear (S)",ใบ,300,"16,657.22",55.5241
1,MAIN,AAR125N00T0,2BF,TAKARA  KOSAN,ลูกโป่ง Aqua ใส 125 mm.,ใบ,196,"3,017.32",15.3945
2,MAIN,AAR235N00T0,2BF,TAKARA  KOSAN,ลูกโป่ง Aqua ใส 235 mm.,ใบ,"1,919","88,464.94",46.0995
3,MAIN,AAR470N00T0,2BF,TAKARA  KOSAN,ลูกโป่ง Aqua ใส 470 mm.,ใบ,731,"81,492.35",111.4806
18,MAIN,ABR234N00T0,2BF,TAKARA  KOSAN,ลูกโป่งบั๊บเบิ้ลใส T-Balloon 234,ใบ,224,"4,422.32",19.7425
5,MAIN,ABH490N00T0,2BF,TAKARA KOSAN,ลูกโป่งบั๊บเบิ้ลใสหัวใจ T-Balloon 490,ใบ,"1,216","38,738.54",31.8574
12,MAIN,ABR125N00T0,2BF,TAKARA KOSAN,ลูกโป่งบั๊บเบิ้ลใส T-Balloon 125,ใบ,183,"1,927.18",10.531
15,MAIN,ABR175N00T0,2BF,TAKARA KOSAN,ลูกโป่งบั๊บเบิ้ลใส T-Balloon 175,ใบ,315,"4,422.93",14.041
19,MAIN,ABR370N00T0,2BF,TAKARA KOSAN,ลูกโป่งบั๊บเบิ้ลใส T-Balloon 370,ใบ,305,"6,423.86",21.0618
20,MAIN,ABR400N00T0,2BF,TAKARA KOSAN,"ลูกโป่งบั๊บเบิ้ลใส  18"" T-Balloon 400",ใบ,245,"6,301.02",25.7184
21,MAIN,ABR410008T0,2BF,TAKARA KOSAN,T-Balloon Round Printed 555mm Heart,ใบ,20,856.58,42.829
22,MAIN,ABR410010T0,2BF,TAKARA KOSAN,T-Balloon Round Printed 490mm Pair Heart,ใบ,299,"13,644.71",45.6345
23,MAIN,ABR410011T0,2BF,TAKARA KOSAN,T-Balloon Round Printed 490mm Melodey,ใบ,90,"3,061.69",34.0188
24,MAIN,ABR410012T0,2BF,TAKARA KOSAN,T-Balloon Round Printed 400mm Happy Wedding,ใบ,40,"1,219.26",30.4815
25,MAIN,ABR410013T0,2BF,TAKARA KOSAN,T-Balloon Round Printed 400mm Princess,ใบ,6,182.64,30.44
26,MAIN,ABR410014T0,2BF,TAKARA KOSAN,T-Balloon Round Printed 400mm Happy Birthday,ใบ,,,
27,MAIN,ABR410015T0,2BF,TAKARA KOSAN,T-Balloon Round Printed 400mm Black Damask,ใบ,30,938.59,31.2863
28,MAIN,ABR440N00T0,2BF,TAKARA KOSAN,"ลูกโป่งบั๊บเบิ้ลใส 20"" T-Balloon 440",ใบ,"5,865","243,326.74",41.4879
29,MAIN,ABR490N00T0,2BF,TAKARA KOSAN,"ลูกโป่งบั๊บเบิ้ลใส 22"" T-Balloon 490",ใบ,"2,707","127,203.91",46.9907
30,MAIN,ABR555N00T0,2BF,TAKARA KOSAN,"ลูกโป่งบั๊บเบิ้ลใส 24"" T-Balloon 555",ใบ,"4,211","221,936.82",52.7041
257,MAIN,AFA800501T0,2BF,TAKARA KOSAN,Upright Round 5. Metallic Red,ใบ,410,"5,756.94",14.0413
258,MAIN,AFA800506T0,2BF,TAKARA KOSAN,Upright Round 5. Metallic Silver,ใบ,420,"5,054.87",12.0354
259,MAIN,AFA800507T0,2BF,TAKARA KOSAN,Upright Round 5. Metallic Gold,ใบ,410,"4,774.06",11.644
260,MAIN,AFA800508T0,2BF,TAKARA KOSAN,Upright Round 5. Metallic Light Blue,ใบ,430,"5,054.87",11.7555
261,MAIN,AFA800512T0,2BF,TAKARA KOSAN,Upright Round 5. Metallic Ivory,ใบ,280,"1,965.80",7.0207
262,MAIN,AFA810501T0,2BF,TAKARA KOSAN,Upright Round 5. Lace Ribbon White,ใบ,548,"8,658.03",15.7993
263,MAIN,AFA810502T0,2BF,TAKARA KOSAN,Upright Round 5. Lace Ribbon Burgundy,ใบ,110,791.92,7.1993
264,MAIN,AFA810505T0,2BF,TAKARA KOSAN,Upright Round 5. Groom Tuxedo,ใบ,939,"14,733.08",15.6902
265,MAIN,AFA810506T0,2BF,TAKARA KOSAN,Upright Round 5. Bride Dress,ใบ,899,"14,358.69",15.9718
266,MAIN,AFA810509T0,2BF,TAKARA KOSAN,Upright Round 5. Congrats Dots On White,ใบ,204,"2,468.45",12.1002
267,MAIN,AFA810510T0,2BF,TAKARA KOSAN,Upright Round 5. Congrats Waves,ใบ,415,"5,842.20",14.0776
268,MAIN,AFA810511T0,2BF,TAKARA KOSAN,Upright Round 5. Congrats Balloons,ใบ,766,"13,169.53",17.1926
269,MAIN,AFA810512T0,2BF,TAKARA KOSAN,Upright Round 5. It's a Boy Chevron,ใบ,226,"2,797.01",12.3762
270,MAIN,AFA810513T0,2BF,TAKARA KOSAN,Upright Round 5. It's a Girl Chevron,ใบ,240,"2,864.41",11.935
271,MAIN,AFA810514T0,2BF,TAKARA KOSAN,Upright Round 5. Baby Shower Boy,ใบ,389,"5,595.32",14.3839
272,MAIN,AFA810515T0,2BF,TAKARA KOSAN,Upright Round 5. Baby Shower Girl,ใบ,390,"5,612.17",14.3902
273,MAIN,AFA810518T0,2BF,TAKARA KOSAN,Upright Round 5. Happy Wedding Lace White,ใบ,441,"6,248.10",14.168
274,MAIN,AFA810521T0,2BF,TAKARA KOSAN,Upright Round 5. G-clef,ใบ,170,"1,347.96",7.9292
275,MAIN,AFA810523T0,2BF,TAKARA KOSAN,Upright Round 5. Floral Lace Stamp,ใบ,130,"1,010.96",7.7766
276,MAIN,AFA810525T0,2BF,TAKARA KOSAN,Upright Round 5. Pennant Garland,ใบ,385,"4,970.61",12.9107
277,MAIN,AFA810527T0,2BF,TAKARA KOSAN,Upright Round 5. Thank You Pink Bouquet,ใบ,495,"6,150.07",12.4244
278,MAIN,AFA810529T0,2BF,TAKARA KOSAN,Upright Round 5. Colorful Candy,ใบ,401,"5,153.52",12.8517
279,MAIN,AFA810530T0,2BF,TAKARA KOSAN,Upright Round 5. Rainbow Candy,ใบ,696,"10,772.24",15.4774
280,MAIN,AFA810537T0,2BF,TAKARA KOSAN,Upright Round 5. Brilliant Birthday Red,ใบ,297,"4,851.91",16.3364
281,MAIN,AFA810538T0,2BF,TAKARA KOSAN,Upright Round 5. Brilliant Birthday Blue,ใบ,301,"4,771.69",15.8528
595,MAIN,AFR025N01T0,2BF,TAKARA KOSAN,"ฟอยล์กลม 25"" M.Red (T)",ใบ,75,"5,092.31",67.8975
596,MAIN,AFR025N03T0,2BF,TAKARA KOSAN,"ฟอยล์กลม 25"" M.Light Blue (T)",ใบ,75,"5,092.31",67.8975
597,MAIN,AFR025N04T0,2BF,TAKARA KOSAN,"ฟอยล์กลม 25"" M.Gold (T)",ใบ,75,"5,092.31",67.8975
598,MAIN,AFR025N05T0,2BF,TAKARA KOSAN,"ฟอยล์กลม 25"" M.Silver (T)",ใบ,160,"26,564.30",166.0269
599,MAIN,AFR025N07T0,2BF,TAKARA KOSAN,"ฟอยล์กลม 25"" M.Light Pink (T)",ใบ,65,"4,413.34",67.8975
649,MAIN,AFS025N01T0,2BF,TAKARA KOSAN,"ฟอยล์ดาว 25"" M.Red (T)",ใบ,50,"3,394.87",67.8974
650,MAIN,AFS025N03T0,2BF,TAKARA KOSAN,"ฟอยล์ดาว 25"" M.Light Blue (T)",ใบ,40,"2,715.90",67.8975
651,MAIN,AFS025N04T0,2BF,TAKARA KOSAN,"ฟอยล์ดาว 25"" M.Gold (T)",ใบ,50,"3,394.87",67.8974
652,MAIN,AFS025N05T0,2BF,TAKARA KOSAN,"ฟอยล์ดาว 25"" M.Silver (T)",ใบ,50,"3,394.87",67.8974
653,MAIN,AFS025N07T0,2BF,TAKARA KOSAN,"ฟอยล์ดาว 25"" M.Light Pink (T)",ใบ,50,"3,394.87",67.8974
654,MAIN,AFS025N09T0,2BF,TAKARA KOSAN,"ฟอยล์ดาว 25"" M.Blue (T)",ใบ,55,"3,734.36",67.8975
663,MAIN,AFW020003T0,2BF,TAKARA KOSAN,Wrap around Friends Honey Bear PKG,ใบ,253,"14,458.62",57.1487
664,MAIN,AFW020006T0,2BF,TAKARA KOSAN,Wrap around Friends Pretty Cat PKG,ใบ,187,"6,327.88",33.8389
665,MAIN,AFW020008T0,2BF,TAKARA KOSAN,Wrap around Munching DonkeyPKG,ใบ,477,"1,210.90",2.5386
666,MAIN,AFW020009T0,2BF,TAKARA KOSAN,Wrap around Friends PlayFul Monkey PKG,ใบ,477,"17,561.52",36.8166
667,MAIN,AFW020419T0,2BF,TAKARA KOSAN,Wrap around Freinds Friendly Koala PKG,ใบ,459,"15,758.47",34.3322
668,MAIN,AFW020440T0,2BF,TAKARA KOSAN,Wrap around Freinds Happy Bunny PKG,ใบ,224,"7,292.42",32.5554
670,MAIN,AIC032N01T0,2BF,TAKARA KOSAN,"32"" Chain Metallic Red",ใบ,9,"1,603.76",178.1956
671,MAIN,AIC032N02T0,2BF,TAKARA KOSAN,"32"" Chain Metallic Light Pink",ใบ,9,"1,603.76",178.1956
672,MAIN,AIC032N03T0,2BF,TAKARA KOSAN,"32"" Chain White",ใบ,9,"1,603.76",178.1956
673,MAIN,AIC032N04T0,2BF,TAKARA KOSAN,"32"" Chain Metallic Blue",ใบ,9,"1,603.76",178.1956
674,MAIN,AIC032N05T0,2BF,TAKARA KOSAN,"32"" Chain Metallic Green",ใบ,9,"1,603.76",178.1956
675,MAIN,AIC032N06T0,2BF,TAKARA KOSAN,"32"" Chain Metallic Silver",ใบ,57,"3,207.52",56.2723
676,MAIN,AIC032N07T0,2BF,TAKARA KOSAN,"32"" Chain Metallic Gold",ใบ,9,"1,603.76",178.1956
677,MAIN,AIC032N08T0,2BF,TAKARA KOSAN,"32"" Chain Metallic Light Blue",ใบ,9,"1,603.76",178.1956
678,MAIN,AIC032N09T0,2BF,TAKARA KOSAN,"32"" Chain Metallic Lime Green",ใบ,9,"1,603.76",178.1956
679,MAIN,AIC032N10T0,2BF,TAKARA KOSAN,"32"" Chain Metallic Magenta",ใบ,9,"1,603.76",178.1956
680,MAIN,AIC032N11T0,2BF,TAKARA KOSAN,"32"" Chain Metallic Lavender",ใบ,9,"1,603.76",178.1956
681,MAIN,AIC032N12T0,2BF,TAKARA KOSAN,"32"" Chain Metallic Ivory",ใบ,9,"1,603.76",178.1956
682,MAIN,AIC032N13T0,2BF,TAKARA KOSAN,"32"" Chain Metallic Brown",ใบ,9,"1,603.76",178.1956
683,MAIN,AIC032N16T0,2BF,TAKARA KOSAN,"32"" Chain Metallic Pink",ใบ,9,"1,603.76",178.1956
684,MAIN,AIC032N20T0,2BF,TAKARA KOSAN,"32"" Chain Metallic Orange",ใบ,9,"1,603.76",178.1956
685,MAIN,AIC032N21T0,2BF,TAKARA KOSAN,"32"" Chain Metallic Black",ใบ,10,"1,781.96",178.196
686,MAIN,AIH07SN01T0,2BF,TAKARA KOSAN,"ฟอยล์หัวใจ 7""Sweet Heart red",ใบ,,,
687,MAIN,AIH07SN02T0,2BF,TAKARA KOSAN,"ฟอยล์หัวใจ 7""Sweet Heart ligh pink",ใบ,,,
688,MAIN,AIH07SN03T0,2BF,TAKARA KOSAN,"ฟอยล์หัวใจ 7""Sweet Heart white",ใบ,26,236.6,9.1
689,MAIN,AIH07SN04T0,2BF,TAKARA KOSAN,"ฟอยล์หัวใจ 7""Sweet Heart blue",ใบ,17,150.68,8.8635
690,MAIN,AIH07SN05T0,2BF,TAKARA KOSAN,"ฟอยล์หัวใจ 7""Sweet Heart green",ใบ,48,428.73,8.9319
691,MAIN,AIH07SN06T0,2BF,TAKARA KOSAN,"ฟอยล์หัวใจ 7""Sweet Heart silver",ใบ,7,63.7,9.1
692,MAIN,AIH07SN07T0,2BF,TAKARA KOSAN,"ฟอยล์หัวใจ 7""Sweet Heart gold",ใบ,12,40.95,3.4125
693,MAIN,AIH07SN08T0,2BF,TAKARA KOSAN,"ฟอยล์หัวใจ 7""Sweet Heart light blue",ใบ,3,70.09,23.3633
694,MAIN,AIH07SN09T0,2BF,TAKARA KOSAN,"ฟอยล์หัวใจ 7""Sweet Heart limegreen",ใบ,37,329.51,8.9057
695,MAIN,AIH07SN10T0,2BF,TAKARA KOSAN,"ฟอยล์หัวใจ 7""Sweet Heart magenta",ใบ,,,
696,MAIN,AIH07SN11T0,2BF,TAKARA KOSAN,"ฟอยล์หัวใจ 7""Sweet Heart lavender",ใบ,14,114.4,8.1714
697,MAIN,AIH07SN12T0,2BF,TAKARA KOSAN,"ฟอยล์หัวใจ 7""Sweet Heart ivory",ใบ,73,661.22,9.0578
698,MAIN,AIH07SN13T0,2BF,TAKARA KOSAN,"ฟอยล์หัวใจ 7""Sweet Heart brown",ใบ,98,889.25,9.074
699,MAIN,AIH14JN01T0,2BF,TAKARA KOSAN,"ฟอยล์หัวใจ 14""Jelly Heart red",ใบ,3,113.24,37.7467
700,MAIN,AIH14JN03T0,2BF,TAKARA KOSAN,"ฟอยล์หัวใจ 14""Jelly Heart white",ใบ,43,"1,623.11",37.7467
701,MAIN,AIH14JN04T0,2BF,TAKARA KOSAN,"ฟอยล์หัวใจ 14""Jelly Heart blue",ใบ,74,"2,745.37",37.0996
702,MAIN,AIH14JN07T0,2BF,TAKARA KOSAN,"ฟอยล์หัวใจ 14""Jelly Heart gold",ใบ,51,"1,925.08",37.7467
703,MAIN,AIH14JN08T0,2BF,TAKARA KOSAN,"ฟอยล์หัวใจ 14""Jelly Heart light blue",ใบ,21,792.68,37.7467
704,MAIN,AIH14JN09T0,2BF,TAKARA KOSAN,"ฟอยล์หัวใจ 14""Jelly Heart limegreen",ใบ,79,"2,981.97",37.7465
705,MAIN,AIH14JN10T0,2BF,TAKARA KOSAN,"ฟอยล์หัวใจ 14""Jelly Heart magenta",ใบ,54,"2,038.32",37.7467
706,MAIN,AIH14JN12T0,2BF,TAKARA KOSAN,"ฟอยล์หัวใจ 14""Jelly Heart ivory",ใบ,80,"2,642.25",33.0281
707,MAIN,AIH14JN13T0,2BF,TAKARA KOSAN,"ฟอยล์หัวใจ 14""Jelly Heart brown",ใบ,90,"3,397.18",37.7464
708,MAIN,AIH14JN16T0,2BF,TAKARA KOSAN,"ฟอยล์หัวใจ 14""Jelly Heart light pink",ใบ,1,88.79,88.79
709,MAIN,AIH14JP02T0,2BF,TAKARA KOSAN,"ฟอยล์หัวใจ 14""Jelly Heart Smile Angel PL Pink PKG",ใบ,42,"1,580.62",37.6338
710,MAIN,AIH14JP12T0,2BF,TAKARA KOSAN,"ฟอยล์หัวใจ 14""Jelly Heart  Princess Bouquet MT Ivory PKG",ใบ,88,"3,305.69",37.5647
711,MAIN,AIH14SN01T0,2BF,TAKARA KOSAN,"ฟอยล์หัวใจ 14""Sweet Heart red",ใบ,4,117.43,29.3575
712,MAIN,AIH14SN02T0,2BF,TAKARA KOSAN,"ฟอยล์หัวใจ 14""Sweet Heart light pink",ใบ,46,"1,944.29",42.2672
713,MAIN,AIH14SN03T0,2BF,TAKARA KOSAN,"ฟอยล์หัวใจ 14""Sweet Heart white",ใบ,63,"2,378.01",37.7462
714,MAIN,AIH14SN04T0,2BF,TAKARA KOSAN,"ฟอยล์หัวใจ 14""Sweet Heart blue",ใบ,38,"1,434.37",37.7466
715,MAIN,AIH14SN05T0,2BF,TAKARA KOSAN,"ฟอยล์หัวใจ 14""Sweet Heart green",ใบ,66,"2,491.27",37.7465
716,MAIN,AIH14SN06T0,2BF,TAKARA KOSAN,"ฟอยล์หัวใจ 14""Sweet Heart silver",ใบ,24,905.93,37.7471
717,MAIN,AIH14SN07T0,2BF,TAKARA KOSAN,"ฟอยล์หัวใจ 14""Sweet Heart gold",ใบ,56,"2,113.82",37.7468
718,MAIN,AIH14SN08T0,2BF,TAKARA KOSAN,"ฟอยล์หัวใจ 14""Sweet Heart light blue",ใบ,18,679.44,37.7467
719,MAIN,AIH14SN09T0,2BF,TAKARA KOSAN,"ฟอยล์หัวใจ 14""Sweet Heart limegreen",ใบ,79,"2,977.25",37.6867
720,MAIN,AIH14SN10T0,2BF,TAKARA KOSAN,"ฟอยล์หัวใจ 14""Sweet Heart magenta",ใบ,36,"1,312.22",36.4506
721,MAIN,AIH14SN11T0,2BF,TAKARA KOSAN,"ฟอยล์หัวใจ 14""Sweet Heart lavender",ใบ,50,"1,887.32",37.7464
722,MAIN,AIH14SN12T0,2BF,TAKARA KOSAN,"ฟอยล์หัวใจ 14""Sweet Heart ivory",ใบ,34,"1,283.42",37.7476
723,MAIN,AIH14SN13T0,2BF,TAKARA KOSAN,"ฟอยล์หัวใจ 14""Sweet Heart brown",ใบ,79,"2,981.98",37.7466
724,MAIN,AIH14SN16T0,2BF,TAKARA KOSAN,"ฟอยล์หัวใจ 14""Sweet Heart pink",ใบ,8,301.97,37.7462
725,MAIN,AIH25JN01T0,2BF,TAKARA KOSAN,"ฟอยล์หัวใจ 25""Jelly Heart Metallic Red",ใบ,131,"8,290.35",63.2851
726,MAIN,AIH25JN16T0,2BF,TAKARA KOSAN,"ฟอยล์หัวใจ 25""Jelly Heart Metallic Pink",ใบ,97,"7,202.72",74.2548
727,MAIN,AIH30EN01T0,2BF,TAKARA KOSAN,"ฟอยล์หัวใจ 30""Elegrance Heart red",ใบ,26,"3,023.10",116.2731
728,MAIN,AIH30EN02T0,2BF,TAKARA KOSAN,"ฟอยล์หัวใจ 30""Elegrance Heart Light Pink",ใบ,10,"1,162.74",116.274
729,MAIN,AIH30EN03T0,2BF,TAKARA KOSAN,"ฟอยล์หัวใจ 30""Elegrance Heart white",ใบ,78,"9,069.27",116.2727
730,MAIN,AIH30EN04T0,2BF,TAKARA KOSAN,"ฟอยล์หัวใจ 30""Elegrance Heart dark blue",ใบ,97,"11,278.48",116.273
731,MAIN,AIH30EN05T0,2BF,TAKARA KOSAN,"ฟอยล์หัวใจ 30""Elegrance Heart Green",ใบ,100,"11,627.30",116.273
732,MAIN,AIH30EN06T0,2BF,TAKARA KOSAN,"ฟอยล์หัวใจ 30""Elegrance Heart Silver",ใบ,42,"3,386.92",80.641
733,MAIN,AIH30EN07T0,2BF,TAKARA KOSAN,"ฟอยล์หัวใจ 30""Elegrance Heart Gold",ใบ,66,"7,674.00",116.2727
734,MAIN,AIH30EN08T0,2BF,TAKARA KOSAN,"ฟอยล์หัวใจ 30""Elegrance Heart light blue",ใบ,51,"5,929.92",116.2729
735,MAIN,AIH30EN09T0,2BF,TAKARA KOSAN,"ฟอยล์หัวใจ 30""Elegrance Heart Lime green",ใบ,94,"10,929.65",116.2729
736,MAIN,AIH30EN10T0,2BF,TAKARA KOSAN,"ฟอยล์หัวใจ 30""Elegrance Heart magenta",ใบ,54,"4,383.92",81.1837
737,MAIN,AIH30EN11T0,2BF,TAKARA KOSAN,"ฟอยล์หัวใจ 30""Elegrance Heart Lavender",ใบ,47,"5,464.83",116.273
738,MAIN,AIH30EN12T0,2BF,TAKARA KOSAN,"ฟอยล์หัวใจ 30""Elegrance Heart Ivory",ใบ,90,"8,070.71",89.6746
739,MAIN,AIH30EN13T0,2BF,TAKARA KOSAN,"ฟอยล์หัวใจ 30""Elegrance Heart Brown",ใบ,93,"10,813.39",116.273
740,MAIN,AIR14JP02T0,2BF,TAKARA KOSAN,"ฟอยล์กลม 14"" Happy BD Cake Red PKG (T)",ใบ,172,"7,785.58",45.265
741,MAIN,AIR14JP03T0,2BF,TAKARA KOSAN,"ฟอยล์กลม 14"" Happy BD Cake Blue PKG (T)",ใบ,172,"7,785.58",45.265
742,MAIN,AIR14JP06T0,2BF,TAKARA KOSAN,"ฟอยล์กลม 14"" Congrats PKG (T)",ใบ,167,"7,559.25",45.265
743,MAIN,AIR14JP07T0,2BF,TAKARA KOSAN,"ฟอยล์หัวใจ 14"" Sweet Heart Lovely Smile Yellow PKG (T)",ใบ,158,"7,151.87",45.265
744,MAIN,AIS15JP03T0,2BF,TAKARA KOSAN,"ฟอยล์ดาว 15"" Congrats Dots on White PKG (T)",ใบ,85,"7,269.96",85.5289
745,MAIN,AIS15JP04T0,2BF,TAKARA KOSAN,"ฟอยล์ดาว 15"" Congrats Dots on Metallic Red PKG (T)",ใบ,85,"7,269.96",85.5289
1671,MAIN,APH003002L0,2BF,TAKARA KOSAN,"ฟอยล์หัวใจ 3"" IP Heart Light Pink",ใบ,38,88.15,2.3197
1672,MAIN,APH003010L0,2BF,TAKARA KOSAN,"ฟอยล์หัวใจ 3"" IP Heart Rose",ใบ,45,162.95,3.6211
1673,MAIN,APH005001L0,2BF,TAKARA KOSAN,"ฟอยล์หัวใจ 5"" IP Heart Red",ใบ,8,79.8,9.975
1674,MAIN,APH005002L0,2BF,TAKARA KOSAN,"ฟอยล์หัวใจ 5"" IP Heart Light Pink",ใบ,675,"7,661.85",11.3509
1675,MAIN,APH005003L0,2BF,TAKARA KOSAN,"ฟอยล์หัวใจ 5"" IP Heart White",ใบ,152,859.54,5.6549
1676,MAIN,APH005010L0,2BF,TAKARA KOSAN,"ฟอยล์หัวใจ 5"" IP Heart Rose",ใบ,644,"7,412.55",11.5102
1677,MAIN,APH005018L0,2BF,TAKARA KOSAN,"ฟอยล์หัวใจ 5"" IP Heart Purple",ใบ,345,"3,309.65",9.5932
505,MAIN,AFN040NGOY0,1BF,YAI,"ฟอยล์ตัวเลข 40""0 Gold (YH)",ใบ,112,"5,592.36",49.9318
506,MAIN,AFN040NSVY0,1BF,YAI,"ฟอยล์ตัวเลข 40""0 Silver (YH)",ใบ,89,"4,450.00",50
512,MAIN,AFN140NGOY0,1BF,YAI,"ฟอยล์ตัวเลข 40""1 Gold (YH)",ใบ,81,"4,048.79",49.9851
513,MAIN,AFN140NSVY0,1BF,YAI,"ฟอยล์ตัวเลข 40""1 Silver (YH)",ใบ,106,"5,300.00",50
518,MAIN,AFN240NGOY0,1BF,YAI,"ฟอยล์ตัวเลข 40""2 Gold (YH)",ใบ,92,"4,599.44",49.9939
519,MAIN,AFN240NSVY0,1BF,YAI,"ฟอยล์ตัวเลข 40""2 Silver (YH)",ใบ,90,"4,499.15",49.9906
524,MAIN,AFN340NGOY0,1BF,YAI,"ฟอยล์ตัวเลข 40""3 Gold (YH)",ใบ,112,"5,585.79",49.8731
525,MAIN,AFN340NSVY0,1BF,YAI,"ฟอยล์ตัวเลข 40""3 Silver (YH)",ใบ,80,"3,997.17",49.9646
530,MAIN,AFN440NGOY0,1BF,YAI,"ฟอยล์ตัวเลข 40""4 Gold (YH)",ใบ,32,"1,585.36",49.5425
531,MAIN,AFN440NSVY0,1BF,YAI,"ฟอยล์ตัวเลข 40""4 Silver (YH)",ใบ,15,742.07,49.4713
536,MAIN,AFN540NGOY0,1BF,YAI,"ฟอยล์ตัวเลข 40""5 Gold (YH)",ใบ,12,589.22,49.1017
537,MAIN,AFN540NSVY0,1BF,YAI,"ฟอยล์ตัวเลข 40""5 Silver (YH)",ใบ,40,"1,882.11",47.0527
542,MAIN,AFN640NGOY0,1BF,YAI,"ฟอยล์ตัวเลข 40""6 Gold (YH)",ใบ,42,"2,069.76",49.28
543,MAIN,AFN640NSVY0,1BF,YAI,"ฟอยล์ตัวเลข 40""6 Silver (YH)",ใบ,31,"1,536.45",49.5629
548,MAIN,AFN740NGOY0,1BF,YAI,"ฟอยล์ตัวเลข 40""7 Gold (YH)",ใบ,32,"1,526.04",47.6888
