no,store,sku,cat_code,cat_name,material_name,count_name,quantity,cost,price_avg
549,MAIN,AFN740NSVY0,1BF,YAI,"ฟอยล์ตัวเลข 40""7 Silver (YH)",ใบ,34,"1,630.85",47.9662
554,MAIN,AFN840NGOY0,1BF,YAI,"ฟอยล์ตัวเลข 40""8 Gold (YH)",ใบ,87,"4,339.43",49.8785
555,MAIN,AFN840NSVY0,1BF,YAI,"ฟอยล์ตัวเลข 40""8 Silver (YH)",ใบ,109,"5,433.25",49.8463
560,MAIN,AFN940NGOY0,1BF,YAI,"ฟอยล์ตัวเลข 40""9 Gold (YH)",ใบ,46,"2,221.29",48.2889
561,MAIN,AFN940NSVY0,1BF,YAI,"ฟอยล์ตัวเลข 40""9 Silver (YH)",ใบ,77,"3,836.83",49.829
8,MAIN,ABR010N00H0,2BF,YIWU HUAN,"ลูกโป่งบั๊บเบิ้ลใส 10"" (H)",ใบ,100,"1,426.04",14.2604
9,MAIN,ABR018N00H0,2BF,YIWU HUAN,"ลูกโป่งบั๊บเบิ้ลใส 18"" (H)",ใบ,99,"1,676.51",16.9344
10,MAIN,ABR024N00H0,2BF,YIWU HUAN,"ลูกโป่งบั๊บเบิ้ลใส 24"" (H)",ใบ,94,"3,141.78",33.4232
11,MAIN,ABR036N00H0,2BF,YIWU HUAN,"ลูกโป่งบั๊บเบิ้ลใส 36"" (H)",ใบ,10,387.7,38.77
289,MAIN,AFAA00001H0,2BF,YIWU HUAN,AWK St Bernard Dog (H),ใบ,,,
290,MAIN,AFAA00002H0,2BF,YIWU HUAN,AWK Turtoise (H),ใบ,125,"1,671.19",13.3695
291,MAIN,AFAA00003H0,2BF,YIWU HUAN,AWK Frog (H),ใบ,195,"2,601.68",13.3419
292,MAIN,AFAA00004H0,2BF,YIWU HUAN,AWK Penguin (H),ใบ,8,86.21,10.7762
293,MAIN,AFAA00005H0,2BF,YIWU HUAN,AWK Cow (H),ใบ,148,"1,956.55",13.2199
294,MAIN,AFAA00006H0,2BF,YIWU HUAN,AWK Horse (H),ใบ,174,"2,326.27",13.3694
295,MAIN,AFAA00007H0,2BF,YIWU HUAN,AWK Panda (H),ใบ,44,631.45,14.3511
296,MAIN,AFAA00008H0,2BF,YIWU HUAN,AWK Cat (H),ใบ,139,"1,842.99",13.2589
297,MAIN,AFAA00009H0,2BF,YIWU HUAN,AWK Toy Poodle Dog (H),ใบ,25,334.23,13.3692
298,MAIN,AFAA00010H0,2BF,YIWU HUAN,AWK Pink Elephant (H),ใบ,96,"1,347.60",14.0375
299,MAIN,AFAA00011H0,2BF,YIWU HUAN,AWK Blue Elephant (H),ใบ,70,982.63,14.0376
300,MAIN,AFAA00012H0,2BF,YIWU HUAN,AWK White Spot Dog (H),ใบ,,,
301,MAIN,AFAA00013H0,2BF,YIWU HUAN,AWK Hen (H),ใบ,106,991.99,9.3584
302,MAIN,AFAA00014H0,2BF,YIWU HUAN,AWK Duck (H),ใบ,14,130.2,9.3
303,MAIN,AFAA00015H0,2BF,YIWU HUAN,AWK LadyBird (H),ใบ,32,501.7,15.6781
304,MAIN,AFAA00016H0,2BF,YIWU HUAN,AWK Zebra (H),ใบ,182,"2,433.21",13.3693
305,MAIN,AFAA00017H0,2BF,YIWU HUAN,AWK Tiger (H),ใบ,233,"3,110.38",13.3493
306,MAIN,AFAA00018H0,2BF,YIWU HUAN,AWK Giraffe (H),ใบ,6,77.78,12.9633
307,MAIN,AFAA00019H0,2BF,YIWU HUAN,AWK Pug Dog (H),ใบ,1,12.63,12.63
308,MAIN,AFAA00020H0,2BF,YIWU HUAN,AWK Dinosaur (H),ใบ,,,
309,MAIN,AFAA00021H0,2BF,YIWU HUAN,AWK French Bulldog (H),ใบ,,,
310,MAIN,AFAA00022H0,2BF,YIWU HUAN,AWK Sheep (H),ใบ,,,
311,MAIN,AFAA00023H0,2BF,YIWU HUAN,AWK Pig (H),ใบ,,,
312,MAIN,AFAL00001H0,2BF,YIWU HUAN,Lang Unicorn (H),ใบ,186,"6,962.68",37.4338
562,MAIN,AFP433006H0,2BF,YIWU HUAN,ฟอยล์ Spiral 43x30cm Silver (H),ใบ,79,283.81,3.5925
563,MAIN,AFP433007H0,2BF,YIWU HUAN,ฟอยล์ Spiral 43x30cm Gold (H),ใบ,90,328.91,3.6546
564,MAIN,AFP490807H0,2BF,YIWU HUAN,ฟอยล์ ZigZag 49x8cm Gold (H),ใบ,90,233.63,2.5959
565,MAIN,AFQ010003H0,2BF,YIWU HUAN,"ฟอยล์สี่เหลี่ยม 10"" White (H)",ใบ,88,412,4.6818
566,MAIN,AFQ010004H0,2BF,YIWU HUAN,"ฟอยล์สี่เหลี่ยม 10"" Blue (H)",ใบ,90,422.05,4.6894
567,MAIN,AFQ010006H0,2BF,YIWU HUAN,"ฟอยล์สี่เหลี่ยม 10"" Silver (H)",ใบ,89,417.02,4.6856
568,MAIN,AFQ010007H0,2BF,YIWU HUAN,"ฟอยล์สี่เหลี่ยม 10"" Gold (H)",ใบ,89,417.02,4.6856
569,MAIN,AFQ010021H0,2BF,YIWU HUAN,"ฟอยล์สี่เหลี่ยม 10"" Black (H)",ใบ,90,449.21,4.9912
661,MAIN,AFV432706H0,2BF,YIWU HUAN,ฟอยล์ Wave 43x27cm Silver (H),ใบ,89,300.1,3.3719
662,MAIN,AFV432707H0,2BF,YIWU HUAN,ฟอยล์ Wave 43x27cm Gold (H),ใบ,90,303.89,3.3766
1601,MAIN,AMHC010000H,1HE,ลนด,ฮีเลี่ยม 1.0Q -  แก๊ส,PSI,286,"2,500.00",8.7413
1602,MAIN,AMHC015000H,1HE,ลนด,ฮีเลี่ยม 1.5Q - แก๊ส,PSI,"4,289","6,804.38",1.5865
1603,MAIN,AMHC030000H,1HE,ลนด,ฮีเลี่ยม 3.0Q - แก๊ส,PSI,"19,222","43,371.31",2.2563
1604,MAIN,AMHC070000H,1HE,ลนด,ฮีเลี่ยม 7.0Q - แก๊ส,PSI,"377,027","576,993.91",1.5304
1605,MAIN,AMHG050000H,1HE,ลนด,ฮีเลี่ยม 5Q - แก๊ส (Genie),PSI,"4,925","7,094.13",1.4404
396,MAIN,AFL651680A0,2BF,,Lg34 Happy Birthday Surprise Package,ใบ,16,944.06,59.0038
507,MAIN,AFN077190A0,2BF,,Min Champagne Glass,ใบ,5,109.35,21.87
669,MAIN,AGR01010000,1BLE,,Balloon Glue,อัน,299,"2,256.50",7.5468
1512,MAIN,AMAR0301500,1CBE,,เส้นอลูมิเนียมตัน 3 ม*1.5 หุน,เส้น,285,"13,067.86",45.8521
1513,MAIN,AMAR0302000,1CB,,อลูมิเนียมตัน 2 หุน 3 ม.,เส้น,373,"23,105.50",61.945
1514,MAIN,AMAT0154000,1CB,,อลูมิเนียมโปร่ง 1.5 ม. 4 หุน,เส้น,431,"9,466.05",21.963
1515,MAIN,AMAT0204000,1CB,,อลูมิเนียมโปร่ง 2 ม. 4 หุน,เส้น,52,"1,285.48",24.7208
1516,MAIN,AMAT0304000,1CB,,อลูมิเนียมโปร่ง 3 ม. 4 หุน,เส้น,56,"2,075.64",37.065
1517,MAIN,AMBPL000000,2PB,,ฐานลูกโป่งพลาสติกใหญ่,ชิ้น,"4,902","341,649.71",69.696
1518,MAIN,AMBPL0000H0,1CBE,,บล๊อคศิลาเหลี่ยมสีเทา (40x40x3.5),ชิ้น,78,"5,284.28",67.7472
1519,MAIN,AMBPL0001H0,1THE,,ฐานเหล็กใหญ่,ชิ้น,23,"6,680.95",290.4761
1520,MAIN,AMBSL000000,1CBE,,ฐานเสาบอลลูน,ชิ้น,27,"43,200.00","1,600.00"
1521,MAIN,AMCG0000000,1THE,,กระดาษแก้วสีใส,แผ่น,2,300,150
1522,MAIN,AMCJL000000,1THB,,กระดาษญี่ปุ่นใหญ่,แผ่น,18,"2,700.00",150
1523,MAIN,AMCP0400100,1THE,,ชุดพู่ สีแดง (1 แพ็ค : 12 ชิ้น),แพ็ค,59,"4,779.00",81
1524,MAIN,AMCP0400110,1THE,,ชุดพู่ สีดำ  (1 แพ็ค : 12 ชิ้น),แพ็ค,37,"2,997.00",81
1525,MAIN,AMCP0400200,1THE,,ชุดพู่ สีชมพู  (1 แพ็ค : 12 ชิ้น),แพ็ค,99,"8,019.00",81
1526,MAIN,AMCP0400300,1THE,,ชุดพู่ สีขาว  (1 แพ็ค : 12 ชิ้น),แพ็ค,66,"5,346.00",81
1527,MAIN,AMCP0400400,1THE,,ชุดพู่ สีม่วง  (1 แพ็ค : 12 ชิ้น),แพ็ค,24,"1,897.06",79.0442
1528,MAIN,AMCP0400500,1THE,,ชุดพู่ สีเขียว  (1 แพ็ค : 12 ชิ้น),แพ็ค,23,"1,642.15",71.3978
1529,MAIN,AMCP0400600,1THE,,ชุดพู่ สีเงิน  (1 แพ็ค : 12 ชิ้น),แพ็ค,73,"5,913.00",81
1530,MAIN,AMCP0400700,1THE,,ชุดพู่ สีทอง  (1 แพ็ค : 12 ชิ้น),แพ็ค,55,"4,455.00",81
1531,MAIN,AMCP0400800,1THE,,ชุดพู่ สีเหลือง  (1 แพ็ค : 12 ชิ้น),แพ็ค,34,"2,754.00",81
1532,MAIN,AMCP0400900,1THE,,ชุดพู่ สีส้ม  (1 แพ็ค : 12 ชิ้น),แพ็ค,33,"2,396.21",72.6124
1533,MAIN,AMCP0401700,1THE,,ชุดพู่ สีฟ้า  (1 แพ็ค : 12 ชิ้น),แพ็ค,49,"3,969.00",81
1534,MAIN,AMDFR000100,1THE,,กระดาษฟอยด์แดง,ม้วน,12,"3,780.00",315
1535,MAIN,AMDFR000400,1THE,,กระดาษฟอยด์น้ำเงิน,ม้วน,13,"3,270.00",251.5385
1536,MAIN,AMDFR000500,1THE,,กระดาษฟอยด์เขียว,ม้วน,18,"2,700.00",150
1537,MAIN,AMDFR000600,1THE,,กระดาษฟอยด์เงิน,ม้วน,4,"1,891.58",472.895
1538,MAIN,AMDFR000700,1THE,,กระดาษฟอยด์ทอง,ม้วน,,,
1539,MAIN,AMDFR001600,1THE,,กระดาษฟอยด์ชมพู,ม้วน,5,825,165
1540,MAIN,AMDFR001700,1THE,,กระดาษฟอยด์ม่วง,ม้วน,3,945,315
1541,MAIN,AMDS0000100,1THE,,กระดาษสา สีแดง,ม้วน,15,"2,156.14",143.7427
1542,MAIN,AMDS0000200,1THE,,กระดาษสา สีชมพู,ม้วน,18,"2,690.25",149.4583
1543,MAIN,AMDS0000300,1THE,,กระดาษสา สีขาว,ม้วน,,,
1544,MAIN,AMDS0000500,1THE,,กระดาษสา สีเขียว,ม้วน,10,"1,500.00",150
1545,MAIN,AMDS0000800,1THE,,กระดาษสา สีฟ้า,ม้วน,6,897.69,149.615
1546,MAIN,AMDS0000900,1THE,,กระดาษสา สีม่วง,ม้วน,10,"1,500.00",150
1547,MAIN,AMDS0001000,1THE,,กระดาษสา สีเหลือง,ม้วน,3,450,150
1548,MAIN,AMDS0001100,1THE,,กระดาษสา สีส้ม,ม้วน,,,
1549,MAIN,AMDS0001200,1THE,,กระดาษสา สีดำ,ม้วน,,,
1550,MAIN,AMF000000S0,1FB,,ผ้าขน,หลา,"1,395.90","342,243.72",245.1778
1551,MAIN,AMFC1100A00,1FB,,ผ้าใบสีแดง 1 หน้า,เมตร,90,"7,200.00",80
1552,MAIN,AMFC1100C00,1FB,,ผ้าใบสีฟ้า 1 หน้า,เมตร,90,"7,200.00",80
1553,MAIN,AMFC1100E00,1FB,,ผ้าใบสีเหลือง 1 หน้า,เมตร,90,"7,200.00",80
1554,MAIN,AMFC1100F00,1FB,,ผ้าใบสีส้ม 1 หน้า,เมตร,90,"7,200.00",80
1555,MAIN,AMFC1100I00,1FB,,ผ้าใบสีขาว 1 หน้า,เมตร,,,
1556,MAIN,AMFC1100J00,1FB,,ผ้าใบสีม่วง 1 หน้า,เมตร,70,"5,600.00",80
1557,MAIN,AMFC1100M00,1FB,,ผ้าใบสีดำ 1 หน้า,เมตร,90,"6,300.00",70
1558,MAIN,AMFC1200A00,1FB,,ผ้าใบสีแดง 2 หน้า,เมตร,150,"18,122.77",120.8185
1559,MAIN,AMFC1200C00,1FB,,ผ้าใบสีฟ้า 2 หน้า,เมตร,290,"29,402.05",101.3864
1560,MAIN,AMFC1200D00,1FB,,ผ้าใบสีเขียวอ่อน 2 หน้า,เมตร,15,"9,120.00",608
1561,MAIN,AMFC1200E00,1FB,,ผ้าใบสีเหลือง 2 หน้า,เมตร,10,800,80
1562,MAIN,AMFC1200F00,1FB,,ผ้าใบสีส้ม 2 หน้า,เมตร,160,"14,048.00",87.8
1563,MAIN,AMFC1200G00,1FB,,ผ้าใบสีน้ำเงิน 2 หน้า,เมตร,30,"2,666.67",88.889
1564,MAIN,AMFC1200H00,1FB,,ผ้าใบสีเขียว 2 หน้า,เมตร,70,"6,222.22",88.8889
1565,MAIN,AMFC1200I00,1FB,,ผ้าใบสีขาว 2 หน้า,เมตร,130,"11,504.76",88.4982
1566,MAIN,AMFC1200R00,1FB,,ผ้าใบสีเทา 2 หน้า,เมตร,,,
1567,MAIN,AMFRN160A00,1FB,,ผ้าร่มกันลมสีแดง,เมตร,881.5,"44,512.32",50.4961
1568,MAIN,AMFRN160B00,1FB,,ผ้าร่มกันลมสีชมพูเข้ม,เมตร,407.5,"19,069.84",46.7972
1569,MAIN,AMFRN160C00,1FB,,ผ้าร่มกันลมสีฟ้า,เมตร,309.5,"14,354.85",46.3808
1570,MAIN,AMFRN160D00,1FB,,ผ้าร่มกันลมสีเขียวอ่อน,เมตร,272.1,"14,265.27",52.4266
1571,MAIN,AMFRN160E00,1FB,,ผ้าร่มกันลมสีเหลือง,เมตร,169.9,"8,732.21",51.3962
1572,MAIN,AMFRN160F00,1FB,,ผ้าร่มกันลมสีส้ม,เมตร,284.3,"13,939.82",49.0321
1573,MAIN,AMFRN160G00,1FB,,ผ้าร่มกันลมสีน้ำเงิน,เมตร,132.3,"6,359.61",48.0696
1574,MAIN,AMFRN160H00,1FB,,ผ้าร่มกันลมสีเขียว,เมตร,943.3,"46,104.57",48.8758
1575,MAIN,AMFRN160I00,1FB,,ผ้าร่มกันลมสีขาว,เมตร,"2,216.50","103,463.51",46.6788
1576,MAIN,AMFRN160J00,1FB,,ผ้าร่มกันลมสีม่วง,เมตร,150,"7,182.16",47.8811
1577,MAIN,AMFRN160M00,1FB,,ผ้าร่มกันลมสีดำ,เมตร,724.4,"36,294.22",50.1025
1578,MAIN,AMFRN160N00,1FB,,ผ้าร่มกันลมสีครีม,เมตร,201.7,"9,545.55",47.3255
1579,MAIN,AMFRN160P00,1FB,,ผ้าร่มกันลมสีน้ำตาล,เมตร,192.5,"9,138.01",47.4702
1580,MAIN,AMFRN160R00,1FB,,ผ้าร่มกันลมสีเทา,เมตร,28.1,"1,373.14",48.8662
1581,MAIN,AMFRS160A00,1FB,,ผ้าร่มสีแดง,เมตร,516.4,"18,930.93",36.6594
1582,MAIN,AMFRS160B00,1FB,,ผ้าร่มสีชมพูเข้ม,เมตร,222.2,"8,899.43",40.0514
1583,MAIN,AMFRS160C00,1FB,,ผ้าร่มสีฟ้า,เมตร,153.4,"5,515.58",35.9555
1584,MAIN,AMFRS160D00,1FB,,ผ้าร่มสีเขียวอ่อน,เมตร,41.4,"1,718.56",41.5111
1585,MAIN,AMFRS160E00,1FB,,ผ้าร่มสีเหลือง,เมตร,2.2,75.67,34.3955
1586,MAIN,AMFRS160F00,1FB,,ผ้าร่มสีส้ม,เมตร,,,
1587,MAIN,AMFRS160G00,1FB,,ผ้าร่มสีน้ำเงิน,เมตร,789.1,"28,566.50",36.2014
1588,MAIN,AMFRS160H00,1FB,,ผ้าร่มสีเขียว,เมตร,861.6,"31,816.09",36.9268
1589,MAIN,AMFRS160I00,1FB,,ผ้าร่มสีขาว,เมตร,674.8,"24,386.77",36.1393
1590,MAIN,AMFRS160J00,1FB,,ผ้าร่มสีม่วง,เมตร,,,
1591,MAIN,AMFRS160M00,1FB,,ผ้าร่มสีดำ,เมตร,486.6,"17,726.83",36.43
1592,MAIN,AMGD0100600,1THE,,กากเพชร สีเงิน,ห่อ,70,"1,120.00",16
1593,MAIN,AMGD0100700,1THE,,กากเพชร สีทอง,ห่อ,91,"1,504.13",16.5289
1594,MAIN,AMGG0100100,1THE,,กริตเตอร์ MTL สีแดง,แพ็ค,42,568.47,13.535
1595,MAIN,AMGG0100200,1THE,,กริตเตอร์ MTL สีชมพู,แพ็ค,72,"1,076.81",14.9557
1596,MAIN,AMGG0100400,1THE,,กริตเตอร์ MTL สีน้ำเงิน,แพ็ค,50,750,15
1597,MAIN,AMGG0100500,1THE,,กริตเตอร์ MTL สีเขียว,แพ็ค,31,854.04,27.5497
1598,MAIN,AMGG0100600,1THE,,กริตเตอร์ MTL สีเงิน,แพ็ค,77,"1,155.00",15
1599,MAIN,AMGG0100700,1THE,,กริตเตอร์ MTL สีทอง,แพ็ค,47,704.21,14.9832
1600,MAIN,AMGH010XX00,1THE,,กากเพชร หัวใจรวมสี,ห่อ,127,"1,437.15",11.3161
1606,MAIN,AMIFL000000,1THE,,เทปผ้า,ม้วน,,,
1607,MAIN,AMKCB022000,1THE,,"สติ๊กเกอร์ข้อความติดบับเบิ้ล 22""",ชิ้น,1,10,10
1608,MAIN,AMNL00000C0,ZSALE,,ถุงผ้าสำหรับส่งของ สำหรับรถยนต์,ใบ,7,"5,600.00",800
1609,MAIN,AMNP0600000,1THE,,เอ็น 60 ปอนด์,ม้วน,240,"4,080.00",17
1610,MAIN,AMNS00000C0,1REV,,ถุงผ้าสำหรับส่งของ สำหรับมอเตอร์ไซค์,ใบ,6,"3,520.59",586.765
1611,MAIN,AMODS000000,1THE,,Oasis Dry,ชิ้น,61,"1,189.50",19.5
1612,MAIN,AMPT0104000,1BLE,,ท่อพลาสติก PVC ใส 1ม.,ม้วน,30,540,18
1613,MAIN,AMPT0154000,1BLE,,ท่อพลาสติก PVC ใส 1.5ม.,ม้วน,670,"12,060.00",18
1614,MAIN,AMPT0204000,1BLE,,ท่อพลาสติก PVC ใส 2ม.,ม้วน,907,"18,140.00",20
1615,MAIN,AMPT0300000,1BLE,,ข้อต่อฐานพลาสติก,ท่อน,"2,390","7,129.22",2.9829
1616,MAIN,AMQS1420000,1BLE,,ถุงกระสอบ ขนาด 14X20 ซม.,ใบ,167,835,5
1617,MAIN,AMRF0220100,1RIB,,ริบบิ้นผ้าสีแดง 22mm.,ม้วน,5,901.7,180.34
1618,MAIN,AMRF0220200,1RIB,,ริบบิ้นผ้าสีชมพูอ่อน 22mm.,ม้วน,9,"1,770.00",196.6667
1619,MAIN,AMRF0220300,1RIB,,ริบบิ้นผ้าสีขาว 22mm.,ม้วน,6,"1,260.00",210
1620,MAIN,AMRF0220400,1RIB,,ริบบิ้นผ้าสีน้ำเงิน 22mm.,ม้วน,8,"1,440.00",180
1621,MAIN,AMRF0220500,1RIB,,ริบบิ้นผ้าสีเขียวเข้ม 22mm.,ม้วน,22,"3,960.00",180
1622,MAIN,AMRF0220600,1RIB,,ริบบิ้นผ้าสีเทา 22mm.,ม้วน,4,720,180
1623,MAIN,AMRF0220700,1RIB,,ริบบิ้นผ้าสีทอง 22mm.,ม้วน,4,720,180
1624,MAIN,AMRF0221600,1RIB,,ริบบิ้นผ้าชมพูเข้ม 22mm.,ม้วน,4,720,180
1625,MAIN,AMRF0221700,1RIB,,ริบบิ้นผ้าสีฟ้าอ่อน 22mm.,ม้วน,8,"1,440.00",180
1626,MAIN,AMRF0221800,1RIB,,ริบบิ้นผ้าสีม่วง 22mm.,ม้วน,6,288.17,48.0283
1627,MAIN,AMRF0221900,1RIB,,ริบบิ้นผ้าสีเหลือง 22mm.(1 ม้วน = 180 เมตร),ม้วน,4,720,180
1628,MAIN,AMRF0222000,1RIB,,ริบบิ้นผ้าสีส้ม 22mm.,ม้วน,15,"2,700.00",180
1629,MAIN,AMRF0222100,1RIB,,ริบบิ้นผ้าสีดำ 22mm.,ม้วน,7,"1,265.00",180.7143
1630,MAIN,AMRF0222200,1RIB,,ริบบิ้นผ้าสีม่วงอ่อน 22mm.(1 ม้วน = 180 เมตร),ม้วน,17,"3,060.00",180
1631,MAIN,AMRF0222300,1RIB,,ริบบิ้นผ้าสีเขียวอ่อน 22mm.,ม้วน,24,"4,320.00",180
1632,MAIN,AMRL00501H0,2RIB,,ริบบิ้นผูกลูกโป่ง Red Pearl Laser (H),ม้วน,11,737,67
1633,MAIN,AMRL00504H0,2RIB,,ริบบิ้นผูกลูกโป่ง Dark Blue Pearl Laser (H),ม้วน,21,"1,420.34",67.6352
1634,MAIN,AMRL00505H0,2RIB,,ริบบิ้นผูกลูกโป่ง Green Pearl Laser (H),ม้วน,57,"3,819.00",67
1635,MAIN,AMRL00506H0,2RIB,,ริบบิ้นผูกลูกโป่ง Silver Pearl Laser (H),ม้วน,517,"24,176.20",46.7625
1636,MAIN,AMRL00507H0,2RIB,,ริบบิ้นผูกลูกโป่ง Gold Pearl Laser (H),ม้วน,306,"16,352.42",53.4393
1637,MAIN,AMRL00510H0,2RIB,,ริบบิ้นผูกลูกโป่ง Dark Pink Pearl Laser (H),ม้วน,7,469,67
1638,MAIN,AMRP00501H0,2RIB,,ริบบิ้นผูกลูกโป่ง Red (H),ม้วน,546,"26,605.35",48.7277
1639,MAIN,AMRP00502H0,2RIB,,ริบบิ้นผูกลูกโป่ง Light Pink (H),ม้วน,14,609.49,43.535
1640,MAIN,AMRP00503H0,2RIB,,ริบบิ้นผูกลูกโป่ง White (H),ม้วน,303,"5,556.63",18.3387
1641,MAIN,AMRP00504H0,2RIB,,ริบบิ้นผูกลูกโป่ง Blue (H),ม้วน,63,"4,221.00",67
1642,MAIN,AMRP00505H0,2RIB,,ริบบิ้นผูกลูกโป่ง Green (H),ม้วน,70,218.53,3.1219
1643,MAIN,AMRP00508H0,2RIB,,ริบบิ้นผูกลูกโป่ง Light Blue (H),ม้วน,29,"1,943.00",67
1644,MAIN,AMRP00510H0,2RIB,,ริบบิ้นผูกลูกโป่ง Dark Pink (H),ม้วน,82,"3,248.00",39.6098
1645,MAIN,AMRP00518H0,2RIB,,ริบบิ้นผูกลูกโป่ง Purple (H),ม้วน,67,571.64,8.5319
1646,MAIN,AMRP00519H0,2RIB,,ริบบิ้นผูกลูกโป่ง Yellow (H),ม้วน,61,"2,937.01",48.1477
1647,MAIN,AMRPW0002C0,1RIB,,ริบบิ้นผูกลูกโป่งสีชมพูอ่อน*ม้วน,ม้วน,43,"3,440.00",80
1648,MAIN,AMRPW0009C0,1RIB,,ริบบิ้นผูกลูกโป่งสีส้ม*ม้วน,ม้วน,5,225,45
1649,MAIN,AMRPW0010C0,1RIB,,ริบบิ้นผูกลูกโป่งสีแดง*ม้วน,ม้วน,13,702,54
1650,MAIN,AMRPW0050C0,1RIB,,ริบบิ้นผูกลูกโป่งสีดำ*ม้วน,ม้วน,5,270,54
1651,MAIN,AMRPWS005C0,1RIB,,ริบบิ้นผูกลูกโป่ง Double bell สีฟ้า *ม้วน,ม้วน,331,"26,480.00",80
1652,MAIN,AMRPWS010C0,1RIB,,ริบบิ้นผูกลูกโป่ง Double bell สีแดง *ม้วน,ม้วน,335,"18,090.00",54
1655,MAIN,AMSDC2000P0,2FTK,,จุกลูกโป่งใหญ่ Premium Maxi Cup,อัน,417,"3,753.00",9
1657,MAIN,AMSDW2000P0,2FTK,,ก้านลูกโป่งใหญ่ Premium Maxi Cup,อัน,447,"4,380.22",9.7991
1660,MAIN,AMSSW1200P0,2FTK,,ก้านลูกโป่งเล็กพิเศษ,อัน,"1,784","5,352.00",3
1662,MAIN,AMTBS000000,1BLE,,ถุงกระดาษขนาดเล็ก,ชิ้น,6,60,10
1663,MAIN,AMTPL000000,1BLE,,กระป๋องพลาสติกขาวใสใหญ่,ชิ้น,46,"2,070.00",45
1664,MAIN,AMU00500000,1THE,,กรวย,ชิ้น,158,"1,580.00",10
1665,MAIN,AMW00000000,1BLE,,ตัวถ่วงลูกโป่งคละแบบ,ชิ้น,3,9.76,3.2533
1666,MAIN,AMX404040W0,1BLE,,กล่องกระดาษตกใจ ขนาด 45x50x55 ซม.,ใบ,455,"27,299.96",59.9999
1667,MAIN,AMX808080M0,1BLE,,กล่องกระดาษตกใจ ขนาด 80x80x80 ซม.,ใบ,280,"42,000.00",150
1668,MAIN,AMZZO400000,1THE,,เชือกถักเปียสีขาว # 8 มีใส้ ขนาด 4 มิล (1 ถุง = 820 เมตร),เมตร,"34,595","20,063.20",0.5799
1669,MAIN,AMZZO500000,1THE,,เชือกถักสีดำแบบมีใส้  ขนาด 5 มิล (1 ม้วน = 100 เมตร),เมตร,"4,600","25,300.00",5.5
1670,MAIN,AMZZO800000,1THE,,เชือกถัก # 8 มีใส้ SWAN HT 8 มิล (1 ม้วน = 100 เมตร),เมตร,"5,270","11,584.06",2.1981
1678,MAIN,ASAC3506H00,1ARC,,ซุ้มโค้ง 3.5x6m H.สีเขียว,ซุ้ม,1,"6,975.00","6,975.00"
1679,MAIN,ASAC406000R,1ARC,,ซุ้มบอลลูน (สั่งทำพิเศษ) ทุกแบบ ทุกขนาด ทุกไซด์ (เช่า),ซุ้ม,2,"2,380.00","1,190.00"
1680,MAIN,ASAC5010I0R,1ARC,,ซุ้มบอลลูน 5x10 (เช่า),ซุ้ม,12,"38,916.67","3,243.06"
1681,MAIN,ASAP5010F00,1ARC,,ซุ้มห้าเหลี่ยม 5x10m F.สีส้ม,ซุ้ม,1,"9,225.00","9,225.00"
1682,MAIN,ASAP5010I00,1ARC,,ซุ้มห้าเหลี่ยม 5x10m I.สีขาว,ซุ้ม,,,
1683,MAIN,ASBP05000S0,1S03,,มอเตอร์สีเหลือง 500 W,ตัว,42,"101,850.00","2,425.00"
1684,MAIN,ASC15000000,1CBE,,ชุดเสาบอลลูน 1.5 m,ชุด,12,"32,747.90","2,728.99"
1685,MAIN,ASC1500000R,1CBE,,ชุดเสาบอลลูน 1.5 m (เช่า),ชุด,2,"8,900.00","4,450.00"
1686,MAIN,ASC20000000,1CBE,,ชุดเสาบอลลูน 2 m,ชุด,10,"35,455.52","3,545.55"
